Ukazatel,IndicatorType,Druh PHM,CENPHM1,Měsíce,CasM,Území,Uz0,Hodnota
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2001,2001-01,Česko,CZ,26.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2001,2001-02,Česko,CZ,25.86
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2001,2001-03,Česko,CZ,25.59
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2001,2001-04,Česko,CZ,26.48
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2001,2001-05,Česko,CZ,28.51
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2001,2001-06,Česko,CZ,29.73
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2001,2001-07,Česko,CZ,29.1
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2001,2001-08,Česko,CZ,28.6
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2001,2001-09,Česko,CZ,28.57
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2001,2001-10,Česko,CZ,27.41
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2001,2001-11,Česko,CZ,26.22
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2001,2001-12,Česko,CZ,24.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2002,2002-01,Česko,CZ,23.68
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2002,2002-02,Česko,CZ,23.24
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2002,2002-03,Česko,CZ,23.41
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2002,2002-04,Česko,CZ,25.43
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2002,2002-05,Česko,CZ,25.18
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2002,2002-06,Česko,CZ,24.71
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2002,2002-07,Česko,CZ,24.36
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2002,2002-08,Česko,CZ,24.3
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2002,2002-09,Česko,CZ,25.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2002,2002-10,Česko,CZ,25.29
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2002,2002-11,Česko,CZ,25.1
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2002,2002-12,Česko,CZ,24.67
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2003,2003-01,Česko,CZ,25.11
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2003,2003-02,Česko,CZ,25.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2003,2003-03,Česko,CZ,26.04
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2003,2003-04,Česko,CZ,25.53
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2003,2003-05,Česko,CZ,24.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2003,2003-06,Česko,CZ,24.26
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2003,2003-07,Česko,CZ,24.02
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2003,2003-08,Česko,CZ,24.43
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2003,2003-09,Česko,CZ,24.82
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2003,2003-10,Česko,CZ,24.5
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2003,2003-11,Česko,CZ,24.32
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2003,2003-12,Česko,CZ,24.13
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2004,2004-01,Česko,CZ,25.18
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2004,2004-02,Česko,CZ,24.99
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2004,2004-03,Česko,CZ,25.74
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2004,2004-04,Česko,CZ,26.03
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2004,2004-05,Česko,CZ,27.68
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2004,2004-06,Česko,CZ,27.79
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2004,2004-07,Česko,CZ,27.39
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2004,2004-08,Česko,CZ,27.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2004,2004-09,Česko,CZ,27.24
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2004,2004-10,Česko,CZ,27.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2004,2004-11,Česko,CZ,27.41
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2004,2004-12,Česko,CZ,25.87
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2005,2005-01,Česko,CZ,24.71
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2005,2005-02,Česko,CZ,24.5
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2005,2005-03,Česko,CZ,25.12
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2005,2005-04,Česko,CZ,27.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2005,2005-05,Česko,CZ,27.74
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2005,2005-06,Česko,CZ,28.3
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2005,2005-07,Česko,CZ,29.52
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2005,2005-08,Česko,CZ,29.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2005,2005-09,Česko,CZ,33.33
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2005,2005-10,Česko,CZ,32.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2005,2005-11,Česko,CZ,30.48
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2005,2005-12,Česko,CZ,28.46
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2006,2006-01,Česko,CZ,28.1
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2006,2006-02,Česko,CZ,28.31
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2006,2006-03,Česko,CZ,28.18
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2006,2006-04,Česko,CZ,29.77
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2006,2006-05,Česko,CZ,30.96
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2006,2006-06,Česko,CZ,30.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2006,2006-07,Česko,CZ,31.58
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2006,2006-08,Česko,CZ,31.75
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2006,2006-09,Česko,CZ,30.75
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2006,2006-10,Česko,CZ,28.9
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2006,2006-11,Česko,CZ,28.09
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2006,2006-12,Česko,CZ,27.76
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2007,2007-01,Česko,CZ,27.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2007,2007-02,Česko,CZ,26.48
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2007,2007-03,Česko,CZ,27.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2007,2007-04,Česko,CZ,28.78
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2007,2007-05,Česko,CZ,30.17
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2007,2007-06,Česko,CZ,30.55
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2007,2007-07,Česko,CZ,30.78
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2007,2007-08,Česko,CZ,30.66
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2007,2007-09,Česko,CZ,30.32
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2007,2007-10,Česko,CZ,30.18
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2007,2007-11,Česko,CZ,30.86
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2007,2007-12,Česko,CZ,31.01
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2008,2008-01,Česko,CZ,31.08
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2008,2008-02,Česko,CZ,30.68
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2008,2008-03,Česko,CZ,30.8
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2008,2008-04,Česko,CZ,30.76
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2008,2008-05,Česko,CZ,31.91
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2008,2008-06,Česko,CZ,32.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2008,2008-07,Česko,CZ,32.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2008,2008-08,Česko,CZ,31.6
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2008,2008-09,Česko,CZ,31.13
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2008,2008-10,Česko,CZ,29.73
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2008,2008-11,Česko,CZ,26.8
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2008,2008-12,Česko,CZ,23.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2009,2009-01,Česko,CZ,23.19
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2009,2009-02,Česko,CZ,24.76
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2009,2009-03,Česko,CZ,25.49
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2009,2009-04,Česko,CZ,26.16
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2009,2009-05,Česko,CZ,26.87
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2009,2009-06,Česko,CZ,28.61
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2009,2009-07,Česko,CZ,28.72
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2009,2009-08,Česko,CZ,28.91
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2009,2009-09,Česko,CZ,28.4
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2009,2009-10,Česko,CZ,27.63
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2009,2009-11,Česko,CZ,28.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2009,2009-12,Česko,CZ,28.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2010,2010-01,Česko,CZ,30.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2010,2010-02,Česko,CZ,30.5
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2010,2010-03,Česko,CZ,31.28
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2010,2010-04,Česko,CZ,31.99
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2010,2010-05,Česko,CZ,32.44
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2010,2010-06,Česko,CZ,32.55
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2010,2010-07,Česko,CZ,32.51
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2010,2010-08,Česko,CZ,31.84
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2010,2010-09,Česko,CZ,31.51
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2010,2010-10,Česko,CZ,31.43
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2010,2010-11,Česko,CZ,31.52
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2010,2010-12,Česko,CZ,32.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2011,2011-01,Česko,CZ,33.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2011,2011-02,Česko,CZ,33.38
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2011,2011-03,Česko,CZ,34.22
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2011,2011-04,Česko,CZ,34.86
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2011,2011-05,Česko,CZ,35.21
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2011,2011-06,Česko,CZ,34.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2011,2011-07,Česko,CZ,34.75
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2011,2011-08,Česko,CZ,34.78
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2011,2011-09,Česko,CZ,34.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2011,2011-10,Česko,CZ,34.81
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2011,2011-11,Česko,CZ,34.99
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2011,2011-12,Česko,CZ,34.95
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2012,2012-01,Česko,CZ,35.72
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2012,2012-02,Česko,CZ,36.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2012,2012-03,Česko,CZ,36.82
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2012,2012-04,Česko,CZ,37.62
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2012,2012-05,Česko,CZ,37.23
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2012,2012-06,Česko,CZ,36.37
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2012,2012-07,Česko,CZ,35.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2012,2012-08,Česko,CZ,37.17
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2012,2012-09,Česko,CZ,38.23
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2012,2012-10,Česko,CZ,37.7
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2012,2012-11,Česko,CZ,36.04
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2012,2012-12,Česko,CZ,35.11
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2013,2013-01,Česko,CZ,35.33
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2013,2013-02,Česko,CZ,36.33
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2013,2013-03,Česko,CZ,36.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2013,2013-04,Česko,CZ,36.17
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2013,2013-05,Česko,CZ,35.52
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2013,2013-06,Česko,CZ,36.02
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2013,2013-07,Česko,CZ,36.53
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2013,2013-08,Česko,CZ,36.84
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2013,2013-09,Česko,CZ,36.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2013,2013-10,Česko,CZ,35.96
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2013,2013-11,Česko,CZ,35.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2013,2013-12,Česko,CZ,36.16
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2014,2014-01,Česko,CZ,36.28
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2014,2014-02,Česko,CZ,36.2
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2014,2014-03,Česko,CZ,35.86
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2014,2014-04,Česko,CZ,35.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2014,2014-05,Česko,CZ,36.12
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2014,2014-06,Česko,CZ,36.47
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2014,2014-07,Česko,CZ,36.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2014,2014-08,Česko,CZ,36.85
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2014,2014-09,Česko,CZ,36.87
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2014,2014-10,Česko,CZ,36.68
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2014,2014-11,Česko,CZ,35.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2014,2014-12,Česko,CZ,33.93
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2015,2015-01,Česko,CZ,31.07
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2015,2015-02,Česko,CZ,29.88
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2015,2015-03,Česko,CZ,31.25
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2015,2015-04,Česko,CZ,31.87
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2015,2015-05,Česko,CZ,32.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2015,2015-06,Česko,CZ,32.97
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2015,2015-07,Česko,CZ,33.1
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2015,2015-08,Česko,CZ,32.77
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2015,2015-09,Česko,CZ,31.65
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2015,2015-10,Česko,CZ,30.54
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2015,2015-11,Česko,CZ,29.67
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2015,2015-12,Česko,CZ,29.0
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,leden 2016,2016-01,Česko,CZ,28.04
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,únor 2016,2016-02,Česko,CZ,26.79
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,březen 2016,2016-03,Česko,CZ,26.59
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,duben 2016,2016-04,Česko,CZ,27.64
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,květen 2016,2016-05,Česko,CZ,28.56
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červen 2016,2016-06,Česko,CZ,29.67
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,červenec 2016,2016-07,Česko,CZ,29.52
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,srpen 2016,2016-08,Česko,CZ,28.95
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,září 2016,2016-09,Česko,CZ,29.05
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,říjen 2016,2016-10,Česko,CZ,29.36
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,listopad 2016,2016-11,Česko,CZ,29.42
Průměrná cena pohonných hmot,6621,Benzin automobilový bezolovnatý Natural 95 [Kč/l],722201,prosinec 2016,2016-12,Česko,CZ,30.0
